"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.751976875E0,-1.018392922E-1,-4.949526438E-2,-3.369165659E-3,1.132800685E-1
2.761944875E0,-1.008746113E-1,-4.767773048E-2,-3.793673515E-3,1.116389051E-1
2.771911875E0,-9.457012508E-2,-3.888889027E-2,1.763988018E-2,1.037642507E-1
2.781879875E0,-9.480112664E-2,-4.294900496E-2,1.796030760E-2,1.056145979E-1
2.791847875E0,-8.961055331E-2,-5.106161468E-2,3.160010755E-2,1.078698593E-1
2.801814875E0,-8.826499935E-2,-4.465419922E-2,9.285378456E-4,9.892203901E-2
2.811782875E0,-9.969195709E-2,-4.157755880E-2,-3.988970518E-3,1.080883508E-1
2.821749875E0,-1.013989603E-1,-2.981617687E-2,1.324803650E-2,1.065188435E-1
2.831717875E0,-9.886622060E-2,-4.390700729E-2,-1.980802774E-2,1.099759648E-1
2.841684875E0,-9.491067057E-2,-3.975259711E-2,4.084163189E-2,1.107083703E-1
2.851652875E0,-9.742151979E-2,-2.572455117E-2,-4.519897699E-4,1.007616462E-1
2.861619875E0,-9.313066849E-2,-3.014277128E-2,3.280112565E-2,1.032367276E-1
2.871587875E0,-1.049871956E-1,-2.640397936E-2,-1.073782682E-2,1.087877856E-1
2.881554875E0,-9.740399642E-2,-2.971438964E-2,-2.931209207E-3,1.018777476E-1
2.891522875E0,-9.766271744E-2,-3.569166016E-2,-4.852019548E-3,1.040934344E-1
2.901489875E0,-8.745336927E-2,-2.550250316E-2,9.093589783E-3,9.154869109E-2
2.911457875E0,-9.389828000E-2,-3.676758438E-2,2.782982290E-2,1.046099483E-1
2.921424875E0,-9.611086641E-2,-3.572066783E-2,1.347783208E-2,1.034162304E-1
2.931392875E0,-8.474413499E-2,-4.547939667E-2,1.709024191E-2,9.768326523E-2
2.941359875E0,-7.658175085E-2,-4.543026178E-2,4.837401509E-3,8.917440048E-2
2.951327875E0,-8.795367166E-2,-4.268453722E-2,-3.221815825E-3,9.781716707E-2
2.961294875E0,-8.081104193E-2,-4.307683057E-2,2.733748734E-2,9.556869803E-2
2.971262875E0,-7.423756555E-2,-4.128266727E-2,2.241997898E-2,8.785288961E-2
2.981229875E0,-8.205034101E-2,-4.425602211E-2,8.216507435E-3,9.358613651E-2
2.991197875E0,-8.721725140E-2,-4.687980481E-2,1.437479496E-2,1.000559832E-1
3.001164875E0,-7.788586266E-2,-4.110045341E-2,-7.308434844E-3,8.836780009E-2
3.011132875E0,-9.796028590E-2,-4.850298274E-2,-9.442025363E-2,1.444435573E-1
3.021099875E0,-9.252877073E-2,-3.335989106E-2,5.200104296E-2,1.112589961E-1
3.031067875E0,-5.484638946E-2,-8.720848057E-4,1.984270173E-1,2.058692988E-1
